;Column1.1;Column1.2;Column1.2.1;Column1.2.2;Column1.2.3;Column1.3.1;Column1.3.2;Column1.3.3;Column1.4.1;Column1.4.2;Column1.4.22;Column1.4.3;;;;
Image ret;0.000881;0.881;stereoCalib;0.029459;29.459000;colorDetect;0.012432;12.432000;udp;0.0001;0.1;0.042872;;;;
Image ret;0.000854;0.854;stereoCalib;0.029815;29.815000;colorDetect;0.013142;13.142000;udp;9.3e-05;0.093;0.043904;;;;
Image ret;0.000793;0.793;stereoCalib;0.029395;29.395000;colorDetect;0.01448;14.480000;udp;0.000156;0.156;0.044824;;;;
Image ret;0.001169;1.169;stereoCalib;0.053511;53.511000;colorDetect;0.026721;26.721000;udp;0.00014;0.14;0.081541;;;;
Image ret;0.001198;1.198;stereoCalib;0.054226;54.226000;colorDetect;0.017668;17.668000;udp;9.6e-05;0.096;0.073188;;;;
Image ret;0.000793;0.793;stereoCalib;0.02782;27.820000;colorDetect;0.012564;12.564000;udp;0.000107;0.107;0.041284;;;;
Image ret;0.00079;0.79;stereoCalib;0.029258;29.258000;colorDetect;0.013909;13.909000;udp;0.000104;0.104;0.044061;;;;
Image ret;0.000797;0.797;stereoCalib;0.02964;29.640000;colorDetect;0.013973;13.973000;udp;0.000105;0.105;0.044515;;;;
Image ret;0.000919;0.919;stereoCalib;0.028261;28.261000;colorDetect;0.01372;13.720000;udp;9.8e-05;0.098;0.042998;;;;
Image ret;0.000901;0.901;stereoCalib;0.033285;33.285000;colorDetect;0.013943;13.943000;udp;9.2e-05;0.092;0.048221;;;;
Image ret;0.000802;0.802;stereoCalib;0.029694;29.694000;colorDetect;0.012654;12.654000;udp;0.000101;0.101;0.043251;;;;
Image ret;0.000789;0.789;stereoCalib;0.02971;29.710000;colorDetect;0.013594;13.594000;udp;0.000134;0.134;0.044227;;;;
Image ret;0.000798;0.798;stereoCalib;0.029629;29.629000;colorDetect;0.01308;13.080000;udp;9.6e-05;0.096;0.043603;;;;
Image ret;0.001018;1.018;stereoCalib;0.028311;28.311000;colorDetect;0.013451;13.451000;udp;9.7e-05;0.097;0.042877;;;;
Image ret;0.000791;0.791;stereoCalib;0.029648;29.648000;colorDetect;0.012369;12.369000;udp;0.000109;0.109;0.042917;;;;
Image ret;0.0008;0.8;stereoCalib;0.02712;27.120000;colorDetect;0.01355;13.550000;udp;8.8e-05;0.088;0.041558;;;;
Image ret;0.000855;0.855;stereoCalib;0.026676;26.676000;colorDetect;0.012423;12.423000;udp;0.000213;0.213;0.040167;;;;
Image ret;0.000979;0.979;stereoCalib;0.030781;30.781000;colorDetect;0.013861;13.861000;udp;9.8e-05;0.098;0.045719;;;;
Image ret;0.000834;0.834;stereoCalib;0.026542;26.542000;colorDetect;0.012581;12.581000;udp;0.000195;0.195;0.040152;;;;
Image ret;0.000841;0.841;stereoCalib;0.03004;30.040000;colorDetect;0.013962;13.962000;udp;9.5e-05;0.095;0.044938;;;;
Image ret;0.000882;0.882;stereoCalib;0.040983;40.983000;colorDetect;0.026238;26.238000;udp;0.000153;0.153;0.068256;;;;
Image ret;0.001101;1.101;stereoCalib;0.053441;53.441000;colorDetect;0.01873;18.730000;udp;9.7e-05;0.097;0.073369;;;;
Image ret;0.000837;0.837;stereoCalib;0.028938;28.938000;colorDetect;0.012711;12.711000;udp;9.1e-05;0.091;0.042577;;;;
Image ret;0.000834;0.834;stereoCalib;0.029498;29.498000;colorDetect;0.013477;13.477000;udp;8.9e-05;0.089;0.043898;;;;
Image ret;0.000962;0.962;stereoCalib;0.026685;26.685000;colorDetect;0.012733;12.733000;udp;9e-05;0.09;0.04047;;;;
Image ret;0.000844;0.844;stereoCalib;0.0296;29.600000;colorDetect;0.012695;12.695000;udp;9.8e-05;0.098;0.043237;;;;
Image ret;0.00085;0.85;stereoCalib;0.029587;29.587000;colorDetect;0.013778;13.778000;udp;0.00011;0.11;0.044325;;;;
Image ret;0.000821;0.821;stereoCalib;0.026537;26.537000;colorDetect;0.01523;15.230000;udp;9e-05;0.09;0.042678;;;;
Image ret;0.000792;0.792;stereoCalib;0.027454;27.454000;colorDetect;0.012666;12.666000;udp;0.000118;0.118;0.04103;;;;
Image ret;0.000985;0.985;stereoCalib;0.030032;30.032000;colorDetect;0.015078;15.078000;udp;8.8e-05;0.088;0.046183;;;;
Image ret;0.000817;0.817;stereoCalib;0.029742;29.742000;colorDetect;0.012468;12.468000;udp;9.6e-05;0.096;0.043123;;;;
Image ret;0.000782;0.782;stereoCalib;0.029111;29.111000;colorDetect;0.013357;13.357000;udp;0.00037;0.37;0.04362;;;;
Image ret;0.000786;0.786;stereoCalib;0.029619;29.619000;colorDetect;0.013001;13.001000;udp;0.000183;0.183;0.043589;;;;
Image ret;0.000823;0.823;stereoCalib;0.027934;27.934000;colorDetect;0.014299;14.299000;udp;9.1e-05;0.091;0.043147;;;;
Image ret;0.000984;0.984;stereoCalib;0.028969;28.969000;colorDetect;0.01372;13.720000;udp;9.8e-05;0.098;0.043771;;;;
Image ret;0.000788;0.788;stereoCalib;0.029551;29.551000;colorDetect;0.012508;12.508000;udp;0.000111;0.111;0.042958;;;;
Image ret;0.000791;0.791;stereoCalib;0.028485;28.485000;colorDetect;0.013442;13.442000;udp;0.0001;0.1;0.042818;;;;
Image ret;0.000789;0.789;stereoCalib;0.030442;30.442000;colorDetect;0.013773;13.773000;udp;0.000103;0.103;0.045107;;;;
Image ret;0.001178;1.178;stereoCalib;0.055237;55.237000;colorDetect;0.024731;24.731000;udp;0.000157;0.157;0.081303;;;;
Image ret;0.001288;1.288;stereoCalib;0.040586;40.586000;colorDetect;0.013613;13.613000;udp;9.4e-05;0.094;0.055581;;;;
Image ret;0.00087;0.87;stereoCalib;0.029384;29.384000;colorDetect;0.012412;12.412000;udp;0.00012;0.12;0.042786;;;;
Image ret;0.000878;0.878;stereoCalib;0.028533;28.533000;colorDetect;0.01359;13.590000;udp;9.7e-05;0.097;0.043098;;;;
Image ret;0.000923;0.923;stereoCalib;0.02776;27.760000;colorDetect;0.014477;14.477000;udp;9.1e-05;0.091;0.043251;;;;
Image ret;0.000795;0.795;stereoCalib;0.029586;29.586000;colorDetect;0.012352;12.352000;udp;0.000102;0.102;0.042835;;;;
Image ret;0.001036;1.036;stereoCalib;0.029378;29.378000;colorDetect;0.013603;13.603000;udp;9.7e-05;0.097;0.044114;;;;
Image ret;0.000794;0.794;stereoCalib;0.026583;26.583000;colorDetect;0.014397;14.397000;udp;8.7e-05;0.087;0.041861;;;;
Image ret;0.000871;0.871;stereoCalib;0.026344;26.344000;colorDetect;0.013589;13.589000;udp;9.2e-05;0.092;0.040896;;;;
Image ret;0.000792;0.792;stereoCalib;0.027332;27.332000;colorDetect;0.012783;12.783000;udp;9.2e-05;0.092;0.040999;;;;
Image ret;0.000913;0.913;stereoCalib;0.028466;28.466000;colorDetect;0.012861;12.861000;udp;0.000188;0.188;0.042428;;;;
Image ret;0.000827;0.827;stereoCalib;0.029418;29.418000;colorDetect;0.012562;12.562000;udp;0.000105;0.105;0.042912;;;;
Image ret;0.000828;0.828;stereoCalib;0.027831;27.831000;colorDetect;0.015425;15.425000;udp;8.7e-05;0.087;0.044171;;;;
Image ret;0.000965;0.965;stereoCalib;0.028385;28.385000;colorDetect;0.012912;12.912000;udp;9.9e-05;0.099;0.042361;;;;
Image ret;0.000885;0.885;stereoCalib;0.028387;28.387000;colorDetect;0.014945;14.945000;udp;9e-05;0.09;0.044307;;;;
Image ret;0.000822;0.822;stereoCalib;0.029813;29.813000;colorDetect;0.012539;12.539000;udp;0.000121;0.121;0.043295;;;;
Image ret;0.000791;0.791;stereoCalib;0.029934;29.934000;colorDetect;0.013832;13.832000;udp;9.6e-05;0.096;0.044653;;;;
Image ret;0.000822;0.822;stereoCalib;0.028127;28.127000;colorDetect;0.013724;13.724000;udp;0.000126;0.126;0.042799;;;;
Image ret;0.00126;1.26;stereoCalib;0.059428;59.428000;colorDetect;0.024576;24.576000;udp;0.000143;0.143;0.085407;;;;
Image ret;0.001093;1.093;stereoCalib;0.054415;54.415000;colorDetect;0.016527;16.527000;udp;0.000102;0.102;0.072137;;;;
Image ret;0.000819;0.819;stereoCalib;0.027841;27.841000;colorDetect;0.012565;12.565000;udp;0.000107;0.107;0.041332;;;;
Image ret;0.000855;0.855;stereoCalib;0.029772;29.772000;colorDetect;0.013163;13.163000;udp;0.000193;0.193;0.043983;;;;
Image ret;0.000963;0.963;stereoCalib;0.030201;30.201000;colorDetect;0.012512;12.512000;udp;0.000118;0.118;0.043794;;;;
Image ret;0.00084;0.84;stereoCalib;0.027962;27.962000;colorDetect;0.015323;15.323000;udp;0.000189;0.189;0.044314;;;;
Image ret;0.00079;0.79;stereoCalib;0.029867;29.867000;colorDetect;0.012452;12.452000;udp;0.000105;0.105;0.043214;;;;
Image ret;0.000887;0.887;stereoCalib;0.029551;29.551000;colorDetect;0.013075;13.075000;udp;9.2e-05;0.092;0.043605;;;;
Image ret;0.000853;0.853;stereoCalib;0.027875;27.875000;colorDetect;0.014474;14.474000;udp;9.2e-05;0.092;0.043294;;;;
Image ret;0.00097;0.97;stereoCalib;0.030089;30.089000;colorDetect;0.014214;14.214000;udp;9.6e-05;0.096;0.045369;;;;
Image ret;0.000797;0.797;stereoCalib;0.029349;29.349000;colorDetect;0.013758;13.758000;udp;0.000122;0.122;0.044026;;;;
Image ret;0.000803;0.803;stereoCalib;0.028149;28.149000;colorDetect;0.013512;13.512000;udp;0.000107;0.107;0.042571;;;;
Image ret;0.00082;0.82;stereoCalib;0.031841;31.841000;colorDetect;0.013603;13.603000;udp;9.2e-05;0.092;0.046356;;;;
Image ret;0.000849;0.849;stereoCalib;0.029621;29.621000;colorDetect;0.012312;12.312000;udp;0.000107;0.107;0.042889;;;;
Image ret;0.001127;1.127;stereoCalib;0.02762;27.620000;colorDetect;0.013743;13.743000;udp;8.8e-05;0.088;0.042578;;;;
Image ret;0.000841;0.841;stereoCalib;0.028073;28.073000;colorDetect;0.012293;12.293000;udp;0.000159;0.159;0.041366;;;;
Image ret;0.00079;0.79;stereoCalib;0.027214;27.214000;colorDetect;0.013891;13.891000;udp;8.9e-05;0.089;0.041984;;;;
Image ret;0.000789;0.789;stereoCalib;0.029568;29.568000;colorDetect;0.01239;12.390000;udp;0.00011;0.11;0.042857;;;;
Image ret;0.001386;1.386;stereoCalib;0.054179;54.179000;colorDetect;0.024752;24.752000;udp;0.000146;0.146;0.080463;;;;
Image ret;0.001103;1.103;stereoCalib;0.055979;55.979000;colorDetect;0.015506;15.506000;udp;9.4e-05;0.094;0.072682;;;;
Image ret;0.000807;0.807;stereoCalib;0.029286;29.286000;colorDetect;0.01242;12.420000;udp;0.000101;0.101;0.042614;;;;
Image ret;0.000797;0.797;stereoCalib;0.027108;27.108000;colorDetect;0.013362;13.362000;udp;0.000108;0.108;0.041375;;;;
Image ret;0.001013;1.013;stereoCalib;0.029087;29.087000;colorDetect;0.013985;13.985000;udp;9.1e-05;0.091;0.044176;;;;
Image ret;0.000807;0.807;stereoCalib;0.029398;29.398000;colorDetect;0.012548;12.548000;udp;0.000102;0.102;0.042855;;;;
Image ret;0.000808;0.808;stereoCalib;0.027232;27.232000;colorDetect;0.013835;13.835000;udp;9e-05;0.09;0.041965;;;;
Image ret;0.000861;0.861;stereoCalib;0.029746;29.746000;colorDetect;0.012332;12.332000;udp;0.000125;0.125;0.043064;;;;
Image ret;0.000958;0.958;stereoCalib;0.027497;27.497000;colorDetect;0.013745;13.745000;udp;9e-05;0.09;0.04229;;;;
Image ret;0.000789;0.789;stereoCalib;0.026722;26.722000;colorDetect;0.012481;12.481000;udp;0.000112;0.112;0.040104;;;;
Image ret;0.000783;0.783;stereoCalib;0.030356;30.356000;colorDetect;0.01399;13.990000;udp;9.1e-05;0.091;0.04522;;;;
Image ret;0.000859;0.859;stereoCalib;0.026707;26.707000;colorDetect;0.012401;12.401000;udp;0.000107;0.107;0.040074;;;;
Image ret;0.000916;0.916;stereoCalib;0.030639;30.639000;colorDetect;0.014051;14.051000;udp;9.3e-05;0.093;0.045699;;;;
Image ret;0.000844;0.844;stereoCalib;0.026657;26.657000;colorDetect;0.012462;12.462000;udp;9.6e-05;0.096;0.040059;;;;
Image ret;0.000828;0.828;stereoCalib;0.030662;30.662000;colorDetect;0.013969;13.969000;udp;8.9e-05;0.089;0.045548;;;;
Image ret;0.000871;0.871;stereoCalib;0.026717;26.717000;colorDetect;0.012482;12.482000;udp;0.000152;0.152;0.040222;;;;
Image ret;0.000926;0.926;stereoCalib;0.030781;30.781000;colorDetect;0.014002;14.002000;udp;9.2e-05;0.092;0.045801;;;;
Image ret;0.000855;0.855;stereoCalib;0.026814;26.814000;colorDetect;0.013607;13.607000;udp;0.000118;0.118;0.041394;;;;
Image ret;0.000792;0.792;stereoCalib;0.025607;25.607000;colorDetect;0.013706;13.706000;udp;9.4e-05;0.094;0.040199;;;;
Image ret;0.001629;1.629;stereoCalib;0.030201;30.201000;colorDetect;0.012683;12.683000;udp;0.000246;0.246;0.044759;;;;
Image ret;0.000873;0.873;stereoCalib;0.027373;27.373000;colorDetect;0.013946;13.946000;udp;9.2e-05;0.092;0.042284;;;;
Image ret;0.000829;0.829;stereoCalib;0.026622;26.622000;colorDetect;0.01356;13.560000;udp;0.000124;0.124;0.041135;;;;
Image ret;0.00082;0.82;stereoCalib;0.029273;29.273000;colorDetect;0.013992;13.992000;udp;9.5e-05;0.095;0.04418;;;;
Image ret;0.000967;0.967;stereoCalib;0.026876;26.876000;colorDetect;0.013523;13.523000;udp;8.7e-05;0.087;0.041453;;;;
Image ret;0.000792;0.792;stereoCalib;0.029215;29.215000;colorDetect;0.012435;12.435000;udp;0.000105;0.105;0.042547;;;;
Image ret;0.000799;0.799;stereoCalib;0.027074;27.074000;colorDetect;0.013928;13.928000;udp;8.5e-05;0.085;0.041886;;;;
Image ret;0.000861;0.861;stereoCalib;0.029744;29.744000;colorDetect;0.012425;12.425000;udp;0.000118;0.118;0.043148;;;;
Image ret;0.000981;0.981;stereoCalib;0.027551;27.551000;colorDetect;0.013748;13.748000;udp;8.9e-05;0.089;0.042369;;;;
Image ret;0.000799;0.799;stereoCalib;0.026626;26.626000;colorDetect;0.012459;12.459000;udp;9.7e-05;0.097;0.039981;;;;
Image ret;0.000796;0.796;stereoCalib;0.036033;36.033000;colorDetect;0.026972;26.972000;udp;0.000147;0.147;0.063948;;;;
Image ret;0.001129;1.129;stereoCalib;0.052591;52.591000;colorDetect;0.022366;22.366000;udp;0.000118;0.118;0.076204;;;;
Image ret;0.000797;0.797;stereoCalib;0.027188;27.188000;colorDetect;0.014762;14.762000;udp;8.8e-05;0.088;0.042835;;;;
Image ret;0.000829;0.829;stereoCalib;0.027972;27.972000;colorDetect;0.013723;13.723000;udp;9.1e-05;0.091;0.042615;;;;
Image ret;0.000825;0.825;stereoCalib;0.029335;29.335000;colorDetect;0.01234;12.340000;udp;0.000103;0.103;0.042603;;;;
Image ret;0.000964;0.964;stereoCalib;0.027514;27.514000;colorDetect;0.013541;13.541000;udp;9.1e-05;0.091;0.04211;;;;
Image ret;0.000862;0.862;stereoCalib;0.026717;26.717000;colorDetect;0.012802;12.802000;udp;0.000696;0.696;0.041077;;;;
Image ret;0.000806;0.806;stereoCalib;0.028462;28.462000;colorDetect;0.014527;14.527000;udp;0.000129;0.129;0.043924;;;;
Image ret;0.000844;0.844;stereoCalib;0.027973;27.973000;colorDetect;0.012507;12.507000;udp;9.5e-05;0.095;0.041419;;;;
Image ret;0.000946;0.946;stereoCalib;0.02943;29.430000;colorDetect;0.013708;13.708000;udp;0.000102;0.102;0.044186;;;;
Image ret;0.000856;0.856;stereoCalib;0.027963;27.963000;colorDetect;0.013902;13.902000;udp;0.000227;0.227;0.042948;;;;
Image ret;0.000799;0.799;stereoCalib;0.029528;29.528000;colorDetect;0.014003;14.003000;udp;0.000122;0.122;0.044452;;;;
Image ret;0.000807;0.807;stereoCalib;0.029462;29.462000;colorDetect;0.014006;14.006000;udp;0.000121;0.121;0.044396;;;;
Image ret;0.000864;0.864;stereoCalib;0.029336;29.336000;colorDetect;0.012854;12.854000;udp;0.00019;0.19;0.043244;;;;
Image ret;0.0008;0.8;stereoCalib;0.030294;30.294000;colorDetect;0.012852;12.852000;udp;9.6e-05;0.096;0.044042;;;;
Image ret;0.00102;1.02;stereoCalib;0.03472;34.720000;colorDetect;0.013645;13.645000;udp;9.6e-05;0.096;0.049481;;;;
Image ret;0.000801;0.801;stereoCalib;0.027749;27.749000;colorDetect;0.012371;12.371000;udp;0.000105;0.105;0.041026;;;;
Image ret;0.000817;0.817;stereoCalib;0.027082;27.082000;colorDetect;0.017952;17.952000;udp;0.00014;0.14;0.045991;;;;
Image ret;0.001192;1.192;stereoCalib;0.052387;52.387000;colorDetect;0.024726;24.726000;udp;0.000145;0.145;0.07845;;;;
Image ret;0.000844;0.844;stereoCalib;0.028335;28.335000;colorDetect;0.013755;13.755000;udp;0.000256;0.256;0.04319;;;;
Image ret;0.000816;0.816;stereoCalib;0.029438;29.438000;colorDetect;0.013726;13.726000;udp;0.000139;0.139;0.044119;;;;
Image ret;0.000808;0.808;stereoCalib;0.029988;29.988000;colorDetect;0.01516;15.160000;udp;0.00016;0.16;0.046116;;;;
Image ret;0.000854;0.854;stereoCalib;0.027869;27.869000;colorDetect;0.014061;14.061000;udp;9.4e-05;0.094;0.042878;;;;
Image ret;0.000802;0.802;stereoCalib;0.029567;29.567000;colorDetect;0.01356;13.560000;udp;0.000103;0.103;0.044032;;;;
Image ret;0.000987;0.987;stereoCalib;0.034962;34.962000;colorDetect;0.013669;13.669000;udp;9.3e-05;0.093;0.049711;;;;
Image ret;0.000803;0.803;stereoCalib;0.027804;27.804000;colorDetect;0.012455;12.455000;udp;0.000114;0.114;0.041176;;;;
Image ret;0.001045;1.045;stereoCalib;0.029736;29.736000;colorDetect;0.013922;13.922000;udp;8.9e-05;0.089;0.044792;;;;
Image ret;0.000796;0.796;stereoCalib;0.026568;26.568000;colorDetect;0.012401;12.401000;udp;9.7e-05;0.097;0.039862;;;;
Image ret;0.000938;0.938;stereoCalib;0.029309;29.309000;colorDetect;0.013943;13.943000;udp;9e-05;0.09;0.04428;;;;
Image ret;0.000845;0.845;stereoCalib;0.026809;26.809000;colorDetect;0.01337;13.370000;udp;0.000115;0.115;0.041139;;;;
Image ret;0.000774;0.774;stereoCalib;0.029761;29.761000;colorDetect;0.012783;12.783000;udp;0.000215;0.215;0.043533;;;;
Image ret;0.000859;0.859;stereoCalib;0.027913;27.913000;colorDetect;0.012445;12.445000;udp;0.000119;0.119;0.041336;;;;
Image ret;0.000829;0.829;stereoCalib;0.029521;29.521000;colorDetect;0.013095;13.095000;udp;9.6e-05;0.096;0.043541;;;;
Image ret;0.000939;0.939;stereoCalib;0.028084;28.084000;colorDetect;0.015719;15.719000;udp;9.3e-05;0.093;0.044835;;;;
Image ret;0.00079;0.79;stereoCalib;0.027523;27.523000;colorDetect;0.013521;13.521000;udp;0.000119;0.119;0.041953;;;;
Image ret;0.000808;0.808;stereoCalib;0.028094;28.094000;colorDetect;0.013887;13.887000;udp;9e-05;0.09;0.042879;;;;
Image ret;0.0008;0.8;stereoCalib;0.033936;33.936000;colorDetect;0.02898;28.980000;udp;0.000145;0.145;0.063861;;;;
Image ret;0.001257;1.257;stereoCalib;0.059307;59.307000;colorDetect;0.019205;19.205000;udp;9.6e-05;0.096;0.079865;;;;
Image ret;0.000804;0.804;stereoCalib;0.029642;29.642000;colorDetect;0.013063;13.063000;udp;9.9e-05;0.099;0.043608;;;;
Image ret;0.000806;0.806;stereoCalib;0.027998;27.998000;colorDetect;0.013622;13.622000;udp;9.5e-05;0.095;0.042521;;;;
Image ret;0.000916;0.916;stereoCalib;0.029027;29.027000;colorDetect;0.01359;13.590000;udp;9.1e-05;0.091;0.043624;;;;
Image ret;0.000953;0.953;stereoCalib;0.026844;26.844000;colorDetect;0.012986;12.986000;udp;9.3e-05;0.093;0.040876;;;;
Image ret;0.00088;0.88;stereoCalib;0.029474;29.474000;colorDetect;0.014152;14.152000;udp;9.1e-05;0.091;0.044597;;;;
Image ret;0.00084;0.84;stereoCalib;0.029078;29.078000;colorDetect;0.012695;12.695000;udp;0.000122;0.122;0.042735;;;;
Image ret;0.000878;0.878;stereoCalib;0.029723;29.723000;colorDetect;0.013774;13.774000;udp;9.6e-05;0.096;0.044471;;;;
Image ret;0.000796;0.796;stereoCalib;0.029349;29.349000;colorDetect;0.013632;13.632000;udp;0.000115;0.115;0.043892;;;;
Image ret;0.000964;0.964;stereoCalib;0.028115;28.115000;colorDetect;0.014517;14.517000;udp;0.000122;0.122;0.043718;;;;
Image ret;0.000906;0.906;stereoCalib;0.029777;29.777000;colorDetect;0.01427;14.270000;udp;0.000125;0.125;0.045078;;;;
Image ret;0.000787;0.787;stereoCalib;0.030799;30.799000;colorDetect;0.012984;12.984000;udp;9.4e-05;0.094;0.044664;;;;
Image ret;0.000857;0.857;stereoCalib;0.033689;33.689000;colorDetect;0.012378;12.378000;udp;0.00011;0.11;0.047034;;;;
Image ret;0.00084;0.84;stereoCalib;0.029967;29.967000;colorDetect;0.013092;13.092000;udp;0.000118;0.118;0.044017;;;;
Image ret;0.000785;0.785;stereoCalib;0.03364;33.640000;colorDetect;0.01241;12.410000;udp;0.000126;0.126;0.046961;;;;
Image ret;0.00117;1.17;stereoCalib;0.031913;31.913000;colorDetect;0.012415;12.415000;udp;0.000102;0.102;0.0456;;;;
Image ret;0.002045;2.045;stereoCalib;0.028126;28.126000;colorDetect;0.012417;12.417000;udp;9.6e-05;0.096;0.042684;;;;
Image ret;0.00087;0.87;stereoCalib;0.029707;29.707000;colorDetect;0.014341;14.341000;udp;9.2e-05;0.092;0.04501;;;;
Image ret;0.000855;0.855;stereoCalib;0.026641;26.641000;colorDetect;0.015423;15.423000;udp;0.000121;0.121;0.04304;;;;
Image ret;0.000824;0.824;stereoCalib;0.028685;28.685000;colorDetect;0.027883;27.883000;udp;0.000147;0.147;0.057539;;;;
Image ret;0.00124;1.24;stereoCalib;0.054424;54.424000;colorDetect;0.024547;24.547000;udp;9.6e-05;0.096;0.080307;;;;
Image ret;0.000795;0.795;stereoCalib;0.029899;29.899000;colorDetect;0.013868;13.868000;udp;8.8e-05;0.088;0.04465;;;;
Image ret;0.00093;0.93;stereoCalib;0.027723;27.723000;colorDetect;0.012432;12.432000;udp;0.000106;0.106;0.041191;;;;
Image ret;0.000781;0.781;stereoCalib;0.029971;29.971000;colorDetect;0.012416;12.416000;udp;0.000133;0.133;0.043301;;;;
Image ret;0.001061;1.061;stereoCalib;0.027264;27.264000;colorDetect;0.015532;15.532000;udp;9.4e-05;0.094;0.043951;;;;
Image ret;0.000802;0.802;stereoCalib;0.026689;26.689000;colorDetect;0.012543;12.543000;udp;0.000275;0.275;0.040309;;;;
Image ret;0.000805;0.805;stereoCalib;0.030335;30.335000;colorDetect;0.014169;14.169000;udp;9.2e-05;0.092;0.045401;;;;
Image ret;0.000858;0.858;stereoCalib;0.027929;27.929000;colorDetect;0.012533;12.533000;udp;0.000104;0.104;0.041424;;;;
Image ret;0.000966;0.966;stereoCalib;0.030211;30.211000;colorDetect;0.014035;14.035000;udp;9e-05;0.09;0.045302;;;;
Image ret;0.000802;0.802;stereoCalib;0.027856;27.856000;colorDetect;0.012526;12.526000;udp;0.000102;0.102;0.041286;;;;
Image ret;0.000819;0.819;stereoCalib;0.029574;29.574000;colorDetect;0.013054;13.054000;udp;0.000234;0.234;0.043681;;;;
Image ret;0.000868;0.868;stereoCalib;0.027417;27.417000;colorDetect;0.014354;14.354000;udp;0.00034;0.34;0.042979;;;;
Image ret;0.00086;0.86;stereoCalib;0.02971;29.710000;colorDetect;0.014142;14.142000;udp;9.6e-05;0.096;0.044808;;;;
Image ret;0.000975;0.975;stereoCalib;0.026997;26.997000;colorDetect;0.013903;13.903000;udp;9.1e-05;0.091;0.041966;;;;
Image ret;0.000795;0.795;stereoCalib;0.029187;29.187000;colorDetect;0.012374;12.374000;udp;0.000104;0.104;0.04246;;;;
Image ret;0.001034;1.034;stereoCalib;0.029493;29.493000;colorDetect;0.014443;14.443000;udp;0.000122;0.122;0.045092;;;;
Image ret;0.000881;0.881;stereoCalib;0.028363;28.363000;colorDetect;0.017466;17.466000;udp;0.000136;0.136;0.046846;;;;
Image ret;0.001207;1.207;stereoCalib;0.052264;52.264000;colorDetect;0.027049;27.049000;udp;0.000144;0.144;0.080664;;;;
Image ret;0.001358;1.358;stereoCalib;0.055782;55.782000;colorDetect;0.026721;26.721000;udp;0.000144;0.144;0.084005;;;;
Image ret;0.00124;1.24;stereoCalib;0.05477;54.770000;colorDetect;0.016141;16.141000;udp;9.4e-05;0.094;0.072245;;;;
Image ret;0.00099;0.99;stereoCalib;0.027142;27.142000;colorDetect;0.012477;12.477000;udp;9.6e-05;0.096;0.040705;;;;
Image ret;0.000849;0.849;stereoCalib;0.02996;29.960000;colorDetect;0.013507;13.507000;udp;0.000109;0.109;0.044425;;;;
Image ret;0.000804;0.804;stereoCalib;0.029399;29.399000;colorDetect;0.014062;14.062000;udp;0.000219;0.219;0.044484;;;;
Image ret;0.000859;0.859;stereoCalib;0.027986;27.986000;colorDetect;0.014038;14.038000;udp;0.000111;0.111;0.042994;;;;
